Receta;Categoria;Ingredientes;;;;;;;
Tiradito de Pescado;Entrada;pescado blanco, limón, ají amarillo, cilantro, leche evaporada, sal;;;;;;;
Ají de Gallina;Plato Principal;gallina, pan molido, leche, ají amarillo, nueces, queso, arroz, papa;;;;;;;
Mazamorra Morada;Postre;maíz morado, membrillo, canela, clavo de olor, azúcar, harina de camote;;;;;;;
Causa Limeña;Entrada;papa amarilla, ají amarillo, limón, atún, palta, mayonesa, huevo;;;;;;;
Anticuchos;Entrada;corazón de res, ají panca, ajo, vinagre, comino, sal, pimienta;;;;;;;
Rocoto Relleno;Plato Principal;rocoto, carne molida, cebolla, ajo, pasas, huevo, queso, leche;;;;;;;
Chupe de Camarones;Plato Principal;camarones, papa, arroz, huevo, leche, queso, ají, culantro;;;;;;;
Inca Kola;Bebida;gaseosa, sabor a hierba luisa;;;;;;;
Tacu Tacu;Plato Principal;frejoles, arroz, cebolla, ajo, plátano, huevo, lomo de res;;;;;;;
Papa a la Huancaína;Entrada;papa, ají amarillo, queso fresco, leche, galleta, huevo, aceituna;;;;;;;
Arroz con Leche;Postre;arroz, leche, canela, clavo de olor, azúcar, pasas;;;;;;;
Suspiro a la Limeña;Postre;leche evaporada, yemas de huevo, azúcar, vino oporto, merengue;;;;;;;
Chaufa;Plato Principal;arroz, pollo, huevo, cebolla china, salsa de soja, ajo, jengibre;;;;;;;
Papa Rellena;Entrada;papa, carne molida, cebolla, ajo, huevo, aceituna, pasas;;;;;;;
Chicharrón de Calamar;Entrada;calamar, harina, sal, pimienta, limón;;;;;;;
Ensalada Rusa;Ensalada;papa, zanahoria, vainitas, mayonesa, huevo, arvejas;;;;;;;
Parrillada;Plato Principal;carne de res, pollo, chorizo, morcilla, chinchulines, papa, choclo;;;;;;;
Jugo de Maracuyá;Bebida;maracuyá, agua, azúcar, hielo;;;;;;;
Tallarines Verdes;Plato Principal;tallarines, albahaca, espinaca, leche, queso, ajo, nuez;;;;;;;
Ocopa;Entrada;papa, maní, ají amarillo, cebolla, leche, galleta, queso, aceituna;;;;;;;
Carapulcra;Plato Principal;papa seca, carne de Plato Principal, ají panca, cebolla, ajo, maní, vino;;;;;;;
Leche de Tigre;Bebida;pescado blanco, limón, ají, cilantro, cebolla, apio, sal;;;;;;;
Butifarra;Entrada;pan francés, jamón del país, lechuga, cebolla, limón, ají;;;;;;;
Arroz con Pollo;Plato Principal;arroz, pollo, culantro, cerveza negra, arvejas, zanahoria;;;;;;;
Choros a la Chalaca;Entrada;mejillones, cebolla, tomate, ají, limón, culantro;;;;;;;
Ensalada de Palta;Ensalada;palta, lechuga, tomate, limón, sal, pimienta;;;;;;;
Seco de Cabrito;Plato Principal;cabrito, culantro, cebolla, ajo, chicha de jora, frejoles;;;;;;;
Champús;Bebida;maíz morado, piña, membrillo, canela, clavo de olor, azúcar;;;;;;;
Pachamanca;Plato Principal;carne de Plato Principal, pollo, res, papas, camote, habas, humitas;;;;;;;
Humitas;Entrada;maíz, cebolla, ají, queso, leche, sal, pimienta;;;;;;;
Picarones;Postre;camote, zapallo, harina, anís, miel de chancaca;;;;;;;
Ensalada de Quinoa;Ensalada;quinoa, tomate, pepino, limón, cilantro, sal, pimienta;;;;;;;
Sancochado;Plato Principal;res, pollo, papa, camote, yuca, choclo, col, culantro;;;;;;;
Chicha de Jora;Bebida;maíz germinado, piña, clavo de olor, canela, azúcar;;;;;;;
Estofado de Pollo;Plato Principal;pollo, cebolla, ajo, zanahoria, arvejas, vino, laurel;;;;;;;
Sopa Seca;Plato Principal;fideos, pollo, cebolla, ajo, ají panca, culantro, vino;;;;;;;
Churrasco;Plato Principal;lomo de res, huevo, plátano, arroz, ensalada;;;;;;;
Ensalada César;Ensalada;lechuga, pollo, croutones, queso parmesano, salsa césar;;;;;;;
Lentejas;Plato Principal;lentejas, cebolla, ajo, zanahoria, chorizo, laurel;;;;;;;
Champán;Bebida;uva, azúcar, levadura, agua;;;;;;;
Pollo al Vino;Plato Principal;pollo, vino tinto, cebolla, ajo, laurel, romero;;;;;;;
Ensalada de Frutas;Ensalada;manzana, plátano, pera, uva, naranja, yogurt;;;;;;;
Pescado a la Chorrillana;Plato Principal;pescado, cebolla, tomate, ají, limón, culantro;;;;;;;
Chocolate Caliente;Bebida;chocolate, leche, canela, clavo de olor, azúcar;;;;;;;
Empanadas de Carne;Entrada;harina, carne molida, cebolla, huevo, aceituna, pasas;;;;;;;
Ensalada de Atún;Ensalada;atún, lechuga, tomate, cebolla, limón, aceite;;;;;;;
Pollo a la Parrilla;Plato Principal;pollo, romero, ajo, sal, pimienta, limón;;;;;;;
Jugo de Naranja;Bebida;naranja, agua, azúcar, hielo;;;;;;;
Postre de Papa;Plato Principal;papa, carne molida, cebolla, huevo, aceituna, pasas;;;;;;;
Ensalada Griega;Ensalada;pepino, tomate, cebolla, queso feta, aceituna, limón;;;;;;;
Pollo al Curry;Plato Principal;pollo, curry, cebolla, ajo, leche de coco, arroz;;;;;;;
Café;Bebida;café, agua, azúcar, leche;;;;;;;
Tortilla de Espinaca;Entrada;huevo, espinaca, cebolla, queso, sal, pimienta;;;;;;;
Ensalada de Zanahoria;Ensalada;zanahoria, limón, sal, pimienta, cilantro;;;;;;;
Pasta Alfredo;Plato Principal;pasta, crema, mantequilla, queso parmesano, ajo;;;;;;;
Jugo de Fresa;Bebida;fresa, agua, azúcar, hielo;;;;;;;
Pollo Empanizado;Plato Principal;pollo, pan rallado, huevo, harina, sal, pimienta;;;;;;;
Ensalada de Pepino;Ensalada;pepino, limón, sal, pimienta, cilantro;;;;;;;
Sopa de Pollo;Entrada;pollo, fideos, zanahoria, apio, cebolla, ajo;;;;;;;
Pescado Frito;Plato Principal;pescado, harina, sal, pimienta, limón;;;;;;;
Jugo de Piña;Bebida;piña, agua, azúcar, hielo;;;;;;;
Lasagna;Plato Principal;pasta, carne molida, salsa de tomate, queso, bechamel;;;;;;;
Ensalada de Remolacha;Ensalada;remolacha, limón, sal, pimienta, cilantro;;;;;;;
Pollo al Horno;Plato Principal;pollo, romero, tomillo, ajo, sal, pimienta;;;;;;;
Jugo de Mango;Bebida;mango, agua, azúcar, hielo;;;;;;;
Pasta Bolognesa;Plato Principal;pasta, carne molida, salsa de tomate, cebolla, ajo;;;;;;;
Ensalada de Espinaca;Ensalada;espinaca, tomate, cebolla, limón, aceite;;;;;;;
Pollo a la Naranja;Plato Principal;pollo, jugo de naranja, miel, ajo, sal;;;;;;;
Jugo de Papaya;Bebida;papaya, agua, azúcar, hielo;;;;;;;
Pasta Carbonara;Plato Principal;pasta, huevo, queso parmesano, tocino, pimienta;;;;;;;
Ensalada de Col;Ensalada;col, zanahoria, limón, sal, pimienta;;;;;;;
Pollo a la Plancha;Plato Principal;pollo, ajo, sal, pimienta, limón;;;;;;;
Jugo de Melón;Bebida;melón, agua, azúcar, hielo;;;;;;;
Pasta con Pesto;Plato Principal;pasta, albahaca, ajo, piñones, queso, aceite;;;;;;;
Ensalada de Lentejas;Ensalada;lentejas, cebolla, tomate, limón, cilantro;;;;;;;
Pollo al Limón;Plato Principal;pollo, limón, ajo, sal, pimienta, romero;;;;;;;
Jugo de Sandía;Bebida;sandía, agua, azúcar, hielo;;;;;;;
Pasta con Atún;Plato Principal;pasta, atún, tomate, cebolla, aceite;;;;;;;
Ensalada de Garbanzos;Ensalada;garbanzos, tomate, cebolla, limón, cilantro;;;;;;;
Pollo a la Mostaza;Plato Principal;pollo, mostaza, miel, ajo, sal, pimienta;;;;;;;
Jugo de Guayaba;Bebida;guayaba, agua, azúcar, hielo;;;;;;;
Pasta con Camarones;Plato Principal;pasta, camarones, ajo, limón, crema;;;;;;;
Ensalada de Arvejas;Ensalada;arvejas, tomate, cebolla, limón, cilantro;;;;;;;
Pollo al Ajillo;Plato Principal;pollo, ajo, vino blanco, sal, pimienta;;;;;;;
Jugo de Mandarina;Bebida;mandarina, agua, azúcar, hielo;;;;;;;
Pasta con Champiñones;Plato Principal;pasta, champiñones, crema, ajo, queso;;;;;;;
Jugo de Granada;Bebida;granada, agua, azúcar, hielo;;;;;;;
Pasta con Espinaca;Plato Principal;pasta, espinaca, crema, ajo, queso;;;;;;;
Ensalada de Habas;Ensalada;habas, tomate, cebolla, limón, cilantro;;;;;;;
Pollo al Cilantro;Plato Principal;pollo, cilantro, ajo, limón, sal, pimienta;;;;;;;
Jugo de Kiwi;Bebida;kiwi, agua, azúcar, hielo;;;;;;;
Pasta con Berenjena;Plato Principal;pasta, berenjena, tomate, ajo, queso;;;;;;;
Ensalada de Alcachofa;Ensalada;alcachofa, limón, sal, pimienta, aceite;;;;;;;
Pollo al Romero;Plato Principal;pollo, romero, ajo, sal, pimienta, limón;;;;;;;
Jugo de Limón;Bebida;limón, agua, azúcar, hielo;;;;;;;
Pasta con Calabacín;Plato Principal;pasta, calabacín, tomate, ajo, queso;;;;;;;
Ensalada de Brócoli;Ensalada;brócoli, limón, sal, pimienta, aceite;;;;;;;
Pollo al Tomillo;Plato Principal;pollo, tomillo, ajo, sal, pimienta, limón;;;;;;;
Jugo de Uva;Bebida;uva, agua, azúcar, hielo;;;;;;;
Pasta con Espárragos;Plato Principal;pasta, espárragos, crema, ajo, queso;;;;;;;
Ensalada de Coliflor;Ensalada;coliflor, limón, sal, pimienta, aceite;;;;;;;
Pollo al Orégano;Plato Principal;pollo, orégano, ajo, sal, pimienta, limón;;;;;;;
Jugo de Pomelo;Bebida;pomelo, agua, azúcar, hielo;;;;;;;
Pasta con Pimientos;Plato Principal;pasta, pimientos, tomate, ajo, queso;;;;;;;
Ensalada de Espárragos;Ensalada;espárragos, limón, sal, pimienta, aceite;;;;;;;
Pollo al Laurel;Plato Principal;pollo, laurel, ajo, sal, pimienta, limón;;;;;;;
Jugo de Durazno;Bebida;durazno, agua, azúcar, hielo;;;;;;;
Pasta con Aceitunas;Plato Principal;pasta, aceitunas, tomate, ajo, queso;;;;;;;
Ensalada de Champiñones;Ensalada;champiñones, limón, sal, pimienta, aceite;;;;;;;
Pollo al Perejil;Plato Principal;pollo, perejil, ajo, sal, pimienta, limón;;;;;;;
Jugo de Ciruela;Bebida;ciruela, agua, azúcar, hielo;;;;;;;
Pasta con Albahaca;Plato Principal;pasta, albahaca, tomate, ajo, queso;;;;;;;
Ensalada de Rábanos;Ensalada;rábanos, limón, sal, pimienta, aceite;;;;;;;
Pollo al Cilantro;Plato Principal;pollo, cilantro, ajo, sal, pimienta, limón;;;;;;;
Jugo de Frambuesa;Bebida;frambuesa, agua, azúcar, hielo;;;;;;;
Pasta con Queso Azul;Plato Principal;pasta, queso azul, crema, nuez;;;;;;;
Ensalada de Apio;Ensalada;apio, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Verde;Plato Principal;pollo, curry verde, leche de coco, arroz;;;;;;;
Jugo de Moras;Bebida;moras, agua, azúcar, hielo;;;;;;;
Pasta con Salmón;Plato Principal;pasta, salmón, crema, eneldo;;;;;;;
Ensalada de Endivias;Ensalada;endivias, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Rojo;Plato Principal;pollo, curry rojo, leche de coco, arroz;;;;;;;
Jugo de Arándanos;Bebida;arándanos, agua, azúcar, hielo;;;;;;;
Pasta con Vieiras;Plato Principal;pasta, vieiras, ajo, perejil, vino blanco;;;;;;;
Ensalada de Canónigos;Ensalada;canónigos, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Amarillo;Plato Principal;pollo, curry amarillo, leche de coco, arroz;;;;;;;
Jugo de Cereza;Bebida;cereza, agua, azúcar, hielo;;;;;;;
Pasta con Langostinos;Plato Principal;pasta, langostinos, ajo, limón, perejil;;;;;;;
Ensalada de Escarola;Ensalada;escarola, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Massaman;Plato Principal;pollo, curry massaman, leche de coco, arroz;;;;;;;
Jugo de Higo;Bebida;higo, agua, azúcar, hielo;;;;;;;
Pasta con Mejillones;Plato Principal;pasta, mejillones, ajo, vino blanco, perejil;;;;;;;
Ensalada de Berros;Ensalada;berros, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Panang;Plato Principal;pollo, curry panang, leche de coco, arroz;;;;;;;
Jugo de Lúcuma;Bebida;lúcuma, leche, azúcar, hielo;;;;;;;
Pasta con Pulpo;Plato Principal;pasta, pulpo, ajo, pimentón, perejil;;;;;;;
Ensalada de Rúcula;Ensalada;rúcula, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Korma;Plato Principal;pollo, curry korma, leche de coco, arroz;;;;;;;
Jugo de Guanábana;Bebida;guanábana, agua, azúcar, hielo;;;;;;;
Pasta con Calamares;Plato Principal;pasta, calamares, ajo, vino blanco, perejil;;;;;;;
Ensalada de Achicoria;Ensalada;achicoria, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Madras;Plato Principal;pollo, curry madras, leche de coco, arroz;;;;;;;
Jugo de Maracuyá;Bebida;maracuyá, agua, azúcar, hielo;;;;;;;
Pasta con Almejas;Plato Principal;pasta, almejas, ajo, vino blanco, perejil;;;;;;;
Ensalada de Diente de León;Ensalada;diente de león, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Vindaloo;Plato Principal;pollo, curry vindaloo, leche de coco, arroz;;;;;;;
Jugo de Tamarindo;Bebida;tamarindo, agua, azúcar, hielo;;;;;;;
Pasta con Cangrejo;Plato Principal;pasta, cangrejo, ajo, limón, perejil;;;;;;;
Ensalada de Mostaza;Ensalada;mostaza, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Bhuna;Plato Principal;pollo, curry bhuna, leche de coco, arroz;;;;;;;
Jugo de Carambola;Bebida;carambola, agua, azúcar, hielo;;;;;;;
Pasta con Erizo de Mar;Plato Principal;pasta, erizo de mar, ajo, crema, perejil;;;;;;;
Pollo al Curry Jalfrezi;Plato Principal;pollo, curry jalfrezi, leche de coco, arroz;;;;;;;
Jugo de Pitahaya;Bebida;pitahaya, agua, azúcar, hielo;;;;;;;
Pasta con Anguila;Plato Principal;pasta, anguila, salsa teriyaki, ajonjolí;;;;;;;
Ensalada de Hierbabuena;Ensalada;hierbabuena, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Pathia;Plato Principal;pollo, curry pathia, leche de coco, arroz;;;;;;;
Jugo de Granadilla;Bebida;granadilla, agua, azúcar, hielo;;;;;;;
Pasta con Trucha;Plato Principal;pasta, trucha, ajo, limón, perejil;;;;;;;
Ensalada de Cilantro;Ensalada;cilantro, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Dhansak;Plato Principal;pollo, curry dhansak, leche de coco, arroz;;;;;;;
Jugo de Aguaymanto;Bebida;aguaymanto, agua, azúcar, hielo;;;;;;;
Pasta con Bagre;Plato Principal;pasta, bagre, ajo, limón, perejil;;;;;;;
Ensalada de Perejil;Ensalada;perejil, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Rogan Josh;Plato Principal;pollo, curry rogan josh, leche de coco, arroz;;;;;;;
Jugo de Camu Camu;Bebida;camu camu, agua, azúcar, hielo;;;;;;;
Pasta con Tilapia;Plato Principal;pasta, tilapia, ajo, limón, perejil;;;;;;;
Ensalada de Albahaca;Ensalada;albahaca, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Saag;Plato Principal;pollo, curry saag, leche de coco, arroz;;;;;;;
Jugo de Cocona;Bebida;cocona, agua, azúcar, hielo;;;;;;;
Pasta con Pez Espada;Plato Principal;pasta, pez espada, ajo, limón, perejil;;;;;;;
Ensalada de Orégano;Ensalada;orégano, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Balti;Plato Principal;pollo, curry balti, leche de coco, arroz;;;;;;;
Jugo de Mamey;Bebida;mamey, agua, azúcar, hielo;;;;;;;
Pasta con Sardinas;Plato Principal;pasta, sardinas, ajo, limón, perejil;;;;;;;
Ensalada de Tomillo;Ensalada;tomillo, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Phall;Plato Principal;pollo, curry phall, leche de coco, arroz;;;;;;;
Jugo de Zapote;Bebida;zapote, agua, azúcar, hielo;;;;;;;
Pasta con Anchoas;Plato Principal;pasta, anchoas, ajo, limón, perejil;;;;;;;
Ensalada de Romero;Ensalada;romero, limón, sal, pimienta, aceite;;;;;;;
Pollo al Curry Ceylon;Plato Principal;pollo, curry ceylon, leche de coco, arroz;;;;;;;
Jugo de Chirimoya;Bebida;chirimoya, agua, azúcar, hielo;;;;;;;
Pasta con Caballa;Plato Principal;pasta, caballa, ajo, limón, perejil;;;;;;;
Ensalada de Laurel;Ensalada;laurel, limón, sal, pimienta, aceite;;;;;;;
Pasta con Salsa de Queso;Plato Principal;pasta, salsa de queso, brócoli;;;;;;;
Ensalada de Clavo de Olor;Ensalada;clavo de olor, limón, sal, pimienta, aceite;;;;;;;
Pescaditos de maíz;Saludable;arroz, harina de maíz, polvo de hornear, sal, ajo en polvo, huevo, suero de leche, cebolla;;;;;;;
Pan de cuchara del sur;Entrada;harina de maíz amarilla, harina de maíz blanca, azúcar, polvo de hornear, sal, leche, mantequilla, margarina, huevos;;;;;;;
Pan de cuchara de Virginia;Entrada;harina de maíz, sémola de maíz, agua, mantequilla, nata espesa, sal, huevos;;;;;;;
Pan de cuchara de Texas;Entrada;leche, harina de maíz amarilla, mantequilla, margarina, azúcar, sal, polvo de hornear, huevos;;;;;;;
Aderezo de ensalada del árbol de jade;Aderezos para ensalada;vinagre de estragón, sal, ajo en polvo, azúcar, mostaza seca, pimienta, queso parmesano, semillas de sésamo;;;;;;;
Remolachas a la Harvard;Verduras;remolachas, almidón de maíz, agua, azúcar, vinagre, mantequilla;;;;;;;
Remolachas a la Harvard (Remolachas Dulces y Ácidas);Verduras;azúcar, almidón de maíz, agua, mantequilla, sal, vinagre, remolachas;;;;;;;
Stroganoff de res de Colorado;Carne;filete de res, falda de res, mantequilla, cebolla, ajo, champiñones frescos, harina, ketchup, sal, pimienta, caldo de res, vino blanco, eneldo fresco, eneldo seco, crema agria;;;;;;;
Perros de maíz de la feria estatal de Minnesota;Postre;harina de maíz amarilla, sal, miel, agua hirviendo, huevo, leche, mantequilla, harina para todo uso, polvo de hornear de acción doble;;;;;;;
Postre de semillas de amapola con limón;Postre;huevos, semillas de amapola;;;;;;;
Taffy de melaza;Dulces;melaza, azúcar, mantequilla, vinagre, bicarbonato de sodio;;;;;;;
Galletas de té básicas;Entrada;harina, polvo de hornear, sal, manteca, leche;;;;;;;
Scones de crema inglesa;Scones;harina, azúcar, polvo de hornear, sal, manteca, huevos, leche;;;;;;;
Tartas de mantequilla premiadas;Postre;azúcar moreno, pasas sin semillas, nueces, mantequilla, margarina, huevo, leche, vainilla;;;;;;;
Nurnberger;Dulces;miel, huevo, jugo de limón, azúcar moreno, cáscara de limón, harina, bicarbonato de sodio, nuez moscada, clavo, canela, pimienta, azúcar glas, ron, agua;;;;;;;
Postre de lima clave caribeño;Postre;coco, leche condensada azucarada, jugo de lima, ralladura de lima, ron oscuro, crema agria, azúcar;;;;;;;
Montones de coco;Postre;leche evaporada, azúcar moreno, jarabe de maíz, mantequilla, coco;;;;;;;
Montones de coco II;Postre;coco, azúcar glas, huevo, sal;;;;;;;
Postre de ruibarbo fresco;Postre;azúcar, almidón de maíz, nuez moscada molida, mantequilla, margarina, ruibarbo;;;;;;;
Tartas de mantequilla en cuadrados;Galletas de barra;mantequilla, harina, azúcar moreno, huevos, azúcar moreno, avena, sal, vainilla, nueces, pasas;;;;;;;
Galletas de mantequilla caídas;Galletas;azúcar, leche, huevo, vainilla, harina para todo uso, sal, polvo de hornear;;;;;;;
Perros de maíz chi chi's;Maíz;harina de maíz amarilla, sal, miel, agua hirviendo, huevo, leche, mantequilla, harina para todo uso, polvo de hornear de acción doble;;;;;;;
Postre de jengibre africano;Postre;harina, azúcar, jengibre, mantequilla, agua;;;;;;;
Postrees rellenos de calabacín;Postre;calabacines, cebolla, mantequilla, diente de ajo, queso cheddar, albahaca, huevos, pimienta, masa de hojaldre congelada;;;;;;;
Galletas crisco;Postre;manteca vegetal, azúcar moreno, azúcar blanca, huevo, bicarbonato de sodio, cremor tártaro, harina, vainilla;;;;;;;
Galletas crisco II;Postre;harina, manteca vegetal, huevos, polvo de hornear, azúcar, vainilla, azúcar glas, leche;;;;;;;
Postre de plátano con suero de leche;Postre;huevos, azúcar, harina, polvo de hornear, bicarbonato de sodio, sal, vainilla, plátano, suero de leche, nueces;;;;;;;
Bolas de palomitas de maíz con Coca Cola;Dulces;malvaviscos miniatura, sal, extracto de vainilla;;;;;;;
Postre de mora;Postre;moras, mantequilla, azúcar, azúcar, harina autoleudante, leche;;;;;;;
Stroganoff de res con eneldo;Carne;mantequilla, champiñones, cebolla, almidón de maíz, agua, crema agria, eneldo, mantequilla, pimentón;;;;;;;
Dulce cremoso de chocolate oscuro;Dulces;malvaviscos miniatura, sal, extracto de vainilla;;;;;;;
Glaseado para galletas;Postre;azúcar glas, leche evaporada;;;;;;;
Cuadrados de mantequilla de maní;Galletas de barra;margarina, azúcar moreno, azúcar blanca, huevo, mantequilla de maní, vainilla, bicarbonato de sodio, sal, harina, avena rápida;;;;;;;
Bocadillos de filete de res y pollo;Segundo;filete de falda de res, cebollín, sal, pimienta, tortillas de harina, vinagre de arroz, miel;;;;;;;
Crema de almendra brulée;Postre;nata espesa, azúcar granulada, sal, azúcar moreno claro;;;;;;;
Postre de semillas de amapola;Postre;semillas de amapola, suero de leche, harina, polvo de hornear, bicarbonato de sodio, sal, mantequilla, azúcar, azúcar, huevos, extracto de vainilla, canela;;;;;;;
Salsa de pizza deliciosa;Salsas;pasta de tomate, ajo, aceite de oliva, sal, agua;;;;;;;
Postre de manzana bajo en grasa;Postre;margarina, azúcar moreno, suero de leche, harina para todo uso, harina integral, bicarbonato de sodio, polvo de hornear, canela, sal, manzanas, azúcar moreno, canela;;;;;;;
Maíz colorido;Maíz;pimiento verde, tomates, zanahoria, aceitunas verdes, maíz congelado, agua, pimienta;;;;;;;
Aderezo de jarabe de arce de montaña;Aderezos para ensalada;mayonesa, jarabe de arce, vino tinto, vinagre de vino tinto, azúcar, semillas de amapola;;;;;;;
Plato Principal y pollo adobados;Pollo;Plato Principal sin hueso, muslos de pollo, vinagre blanco, salsa de soya, ajo, sal, pimienta negra, agua;;;;;;;
Postre de Coca Cola;Postre;azúcar, harina, sal, suero de leche, bicarbonato de sodio, vainilla, huevos, margarina, mantequilla, manteca, malvaviscos miniatura, margarina, mantequilla, extracto de vainilla, azúcar glas;;;;;;;
Stromboli relleno de pollo de Jenny;Pollo;agua, agua, aceite de oliva, sal, miel, harina;;;;;;;
Sopa de pollo y maíz;Sopas;pollo, mantequilla, papas, grano de maíz, sal, pimienta, perejil, huevos duros;;;;;;;
Sopa cremosa de pollo y maíz;Sopas;pollo, maíz, pimientos, apio, leche, queso monterey jack;;;;;;;
Aderezo para ensalada japonés;Aderezos para ensalada;vinagre de arroz, ketchup, apio, jengibre fresco, pimienta, cebollas, salsa de soya, agua, cáscara de limón, sal;;;;;;;
Aderezo de ensalada de sukiyaki Windy;Aderezos para ensalada;sal, vinagre de arroz, pimienta negra gruesa, condimentos Accent, MSG, azúcar;;;;;;;
Scrapple de Filadelfia;Desayuno;sal, salvia, mejorana, pimienta negra, harina de maíz, harina integral;;;;;;;
Bocaditos de mantequilla de maní Reese's;Dulces;migas de galleta Graham, mantequilla, azúcar glas, mantequilla de maní, vainilla, chispas de chocolate;;;;;;;
Muffins de flor de azahar;Entrada rápidos;huevo, azúcar, mermelada de naranja, azúcar, harina para todo uso, canela, manteca, mezcla para galletas, nueces, nuez moscada, mantequilla, margarina;;;;;;;
Polenta con hierbas;Postre;hojas de hierbas frescas variadas, agua, harina de maíz amarilla, pimienta de cayena;;;;;;;
Mayonesa casera II;Ensalada;vinagre de vino tinto, pimienta blanca, sal, salsa Tabasco, salsa Worcestershire, aceite de oliva;;;;;;;
Barras de mermelada con miel;Postre;manteca, miel, harina, polvo de hornear, sal, nuez moscada, pimienta dulce, canela, huev;;;;;;;
Pudding Yorkshire de Nanna;Europea;harina, leche, huevos;;;;;;;
Buñuelos de Verduras Deliciosos;Vegetales;zanahorias, papas, calabacines, cebolla, dientes de ajo, maíz en grano entero, tomates, hierbas frescas, comino, curry en polvo, pimentón;;;;;;;
Triángulos Picantes de Carne y Frijoles;Frijoles;jugo de lima fresco, pimienta, cebolla verde, gajo de lima;;;;;;;
Barras de Calabacín;Postre;huevos, azúcar, aceite de canola, calabacín, vainilla, harina, polvo de hornear, sal, bicarbonato de sodio, oleo, mantequilla, vainilla, queso crema, azúcar glas, leche;;;;;;;
Pizza de Calabacín;Menos de 60 Minutos;aceite de oliva, dientes de ajo, albahaca seca, orégano seco, calabacín, tomates, queso mozzarella, queso mozzarella rallado, queso parmesano;;;;;;;
Muffins de Maíz con Manzana y Queso Cheddar;Panes rápidos;harina, harina de maíz amarilla, polvo de hornear, manzana, maíz congelado, queso cheddar bajo en grasa, azúcar, canela, nuez moscada, aceite de canola, huevos;;;;;;;
Camarones Jonkanoo Picantes;Muy bajos en carbohidratos;camarones gigantes, vinagre de vino tinto, mantequilla, sal, ajo, limón, perejil fresco;;;;;;;
Mermelada Picante de Jalapeños;Mermeladas;cóctel de jugo de arándano, vinagre, azúcar;;;;;;;
Dip Caliente de Pizza;Menos de 30 Minutos;queso crema, ajo en polvo, queso mozzarella, queso cheddar, pimiento verde, pimiento rojo, tortillas;;;;;;;
Cómo Tostar Nueces de Pecán;Segundo;nueces de pecán;;;;;;;
Sopa de Kumara y Lentejas Rojas;Lentejas;cebolla, comino, camote (kumara), lenteja roja, agua, salsa de soya, yogur, crema agria;;;;;;;
Chuletas de Cordero con Mandarinas;Cordero/Oveja;maicena, mantequilla, agua, vino blanco, jugo de mandarina, segmentos de mandarina, berros, perejil;;;;;;;
Pan Fino Armenio Lavash;Panes;agua, aceite de oliva, azúcar, levadura de acción rápida, sal, harina de trigo, leche;;;;;;;
Parfaits de Bayas en Capas;Segundo;arándanos frescos, fresas frescas, grosella roja fresca, moras frescas, vino dulce de postre, frambuesas rojas frescas, jarabe de arce, hojas de menta frescas;;;;;;;
Pollo al Limón con Papas y Crema de Ajo;Pechuga de Pollo;aceite de oliva, jugo de limón fresco, ajo, pollo, pechuga de pollo, papas, jugo de limón fresco, ajo, sal marina, pimienta negra, ajo, crema agria;;;;;;;
Postre de Gelatina de Limón;Postre;huevos, agua, azúcar glas, jugo y ralladura de limón, mantequilla;;;;;;;
Sorbete de Limón;Postre;azúcar, limones, agua, jugo de limón fresco;;;;;;;
Sorbete Refrescante de Limón;Postre;ralladura de limón, azúcar, agua;;;;;;;
Postre de Limonada #3;Postre;agua, huevos, puré de manzana, azúcar, azúcar glas;;;;;;;
Pudín de Arroz con Plátano y Coulis de Frambuesa;Postre;leche, vaina de vainilla, arroz para pudín, azúcar glas, canela, crema fresca, miel, plátano, azúcar moreno, frambuesas, azúcar en polvo;;;;;;;
Lomo de Cerdo;Segundo;aceite de oliva, zanahoria, cebolla, hojas de laurel, ajo, tomates, granos de pimienta negra, romero fresco, vinagre de vino tinto;;;;;;;
Camarones a la Parrilla de Louisiana con Tortitas de Sémola;Segundo;queso cheddar, sémola, harina, pimientos rojos, Grand Marnier, jarabe de maíz Karo, filetes de anchoa, alcaparras, harissa, ajo, limón, camarones u-12, partes verdes de cebolleta;;;;;;;
Salchichas de Pavo de Louisiana;Aves;carne de pavo asado, grasa de pavo, crema espesa, sal kosher, sal para enlatado, pimienta blanca, pimientos;;;;;;;
Muffins de Plátano y Sultanas;Panes rápidos;sultanas, manzanas, suero de leche bajo en grasa, miel, harina blanca sin blanquear, harina de maíz blanca de molienda de piedra, polvo de hornear, bicarbonato de sodio, azúcar moreno, jengibre molido, cardamomo molido, plátanos;;;;;;;
